8,6.19624 
9,6.557024 
10,7.501515 
11,8.504681 
12,9.295948 
13,10.231105 
14,10.191803 
15,10.772444 
16,11.897609 
17,11.78741 
18,12.047258 
19,12.110458 
20,12.276179 
21,12.329461 
22,12.681153 
23,13.014092 
24,13.23737 
25,13.463814 
26,13.609145 
27,12.308463 
28,12.424374 
29,12.249637 
30,12.241351 
31,11.975039 
32,12.055713 
33,12.201296 
34,12.170732 
35,12.507892 
36,12.478793 
37,12.734761 
38,12.923079 
39,13.144269 
40,13.364629 
41,13.660239 
42,13.968003 
43,14.302544 
44,14.424224 
45,14.805913 
46,14.970968 
47,15.392138 
48,15.582474 
49,15.917477 
50,16.141983 
51,16.292869 
52,16.313749 
53,16.991742 
54,17.132048 
55,17.125358 
56,1.376884 
57,18.602261 
58,1.115011 
59,1.126857 
60,1.107774 
61,1.156988 
62,1.133241 
63,1.166791 
64,1.15867 
65,1.233815 
66,1.224484 
67,1.245868 
68,1.245958 
69,1.288413 
70,1.285959 
71,1.313304 
72,1.318896 
73,1.372481 
74,1.370921 
75,1.394166 
76,1.408553 
77,1.433513 
78,1.456054 
79,1.496447 
80,1.497636 
81,1.544706 
82,1.539655 
83,1.574922 
84,1.586521 
85,1.615606 
86,1.613209 
87,1.674781 
88,1.680788 
89,1.731908 
90,1.699551 
91,1.70602 
92,1.766492 
93,1.771761 
94,1.834683 
95,1.783439 
96,1.848245 
97,1.988905 
98,1.830643 
99,1.833186 
100,1.862361 
101,1.963182 
102,1.951219 
103,1.906885 
104,1.936295 
105,2.023609 
106,1.907519 
107,1.98556 
108,2.117458 
109,2.095226 
110,2.010706 
111,2.066258 
112,2.177593 
113,2.312091 
114,2.24586 
115,2.465056 
116,2.296521 
117,2.303869 
118,2.379397 
119,2.330469 
120,2.503943 
121,2.486151 
122,2.414331 
123,2.452962 
124,2.529094 
125,2.605747 
126,2.611944 
127,2.678349 
128,2.740554 
129,3.042784 
130,2.769392 
131,2.759036 
132,2.856668 
133,2.78339 
134,2.897955 
135,2.97513 
136,3.006721 
137,2.856945 
138,2.998575 
139,2.92863 
140,3.153301 
141,3.24401 
142,3.264175 
143,3.273329 
144,3.365304 
145,3.293363 
146,3.300176 
147,3.601656 
148,3.448748 
149,3.324149 
150,3.437424 
151,3.492716 
152,3.619436 
153,3.654242 
154,3.452763 
155,3.526199 
156,3.599799 
157,4.07838 
158,3.832118 
159,3.848045 
160,4.055429 
161,4.117928 
162,3.88145 
163,3.960849 
164,3.932926 
165,4.137334 
166,4.29655 
167,4.073139 
168,4.353327 
169,4.496094 
170,4.208733 
172,4.228051 
173,4.664131 
174,4.506754 
176,4.656157 
177,4.752729 
178,4.558258 
184,4.86282 
186,4.899095 
188,5.115984 
190,5.074037 
192,5.510395 
193,5.507061 
200,5.353893 
204,5.934019 
206,6.311972 
208,6.056875 
210,6.161517 
214,6.473308 
216,6.72777 
218,6.366167 
222,6.969237 
224,7.135721 
226,7.222548 
228,7.532226 
232,7.779606 
234,7.768848 
240,8.434637 
244,8.611791 
248,9.663842 
252,9.781147 
254,9.885893 
256,9.76567